"synonym","unacceptreason","aphiaid","scientific","match_type"
"Mugilogobius leveri",NA,1027009,"Redigobius leveri","exact"
"Vaimosa leveri",NA,1027009,"Redigobius leveri","exact"
"Cyprinogobius micropthalmus",NA,278905,"Redigobius macrostoma","exact"
"Gillichthys australis",NA,278905,"Redigobius macrostoma","exact"
"Gobius macrostoma",NA,278905,"Redigobius macrostoma","exact"
"Gobius microphthalmus",NA,278905,"Redigobius macrostoma","exact"
"Redigobius macrostomus",NA,278905,"Redigobius macrostoma","exact"
"Gobius oyensi","synonym",1016695,"Redigobius oyensi","exact"
"Lophogobius wera","synonym",1016695,"Redigobius oyensi","exact"
"Stigmatogobius oyensi",NA,1016695,"Redigobius oyensi","exact"
"Pseudogobiopsis penango","senior synonym",1525678,"Redigobius penango","exact"
"Pseudogobius penango",NA,1525678,"Redigobius penango","exact"
"Stigmatogobius penango","senior synonym",1525678,"Redigobius penango","exact"
"Echeneis albescens",NA,302877,"Remora albescens","exact"
"Echeneis clypeata",NA,302877,"Remora albescens","exact"
"Echeneis lophioides",NA,302877,"Remora albescens","exact"
"Echeneis lophioides",NA,302877,"Remora albescens","exact"
"Remorina albescens",NA,302877,"Remora albescens","exact"
"Echeneis australis",NA,126850,"Remora australis","exact"
"Echeneis scutata",NA,126850,"Remora australis","exact"
"Remilegia australis",NA,126850,"Remora australis","exact"
"Remora australia","misspelling",126850,"Remora australis","exact"
"Remora scutata",NA,126850,"Remora australis","exact"
"Echeneis brachyptera",NA,126851,"Remora brachyptera","exact"
"Echeneis nieuhofii",NA,126851,"Remora brachyptera","exact"
"Echeneis pallida",NA,126851,"Remora brachyptera","exact"
"Echeneis quatuordecimlaminatus",NA,126851,"Remora brachyptera","exact"
"Echeneis sexdecimlamellata",NA,126851,"Remora brachyptera","exact"
"Remora pallida",NA,126851,"Remora brachyptera","exact"
"Remoropsis brachyptera","senior synonym",126851,"Remora brachyptera","exact"
"Echeneis jacobaea",NA,126852,"Remora osteochir","exact"
"Echeneis megalodiscus",NA,126852,"Remora osteochir","exact"
"Echeneis osteochir",NA,126852,"Remora osteochir","exact"
"Echeneis osteochire","misspelling",126852,"Remora osteochir","exact"
"Echeneis pediculus",NA,126852,"Remora osteochir","exact"
"Echeneis tetrapturorum",NA,126852,"Remora osteochir","exact"
"Rhombochirus osteochir",NA,126852,"Remora osteochir","exact"
"Echeneis borboniensis",NA,126853,"Remora remora","exact"
"Echeneis bourboniensis",NA,126853,"Remora remora","exact"
"Echeneis nubifera",NA,126853,"Remora remora","exact"
"Echeneis parva",NA,126853,"Remora remora","exact"
"Echeneis postica",NA,126853,"Remora remora","exact"
"Echeneis remeligo",NA,126853,"Remora remora","exact"
"Echeneis remeligo",NA,126853,"Remora remora","exact"
"Echeneis remiligo","misspelling",126853,"Remora remora","exact"
"Echeneis remora",NA,126853,"Remora remora","exact"
"Echeneis remoroides",NA,126853,"Remora remora","exact"
"Echeneis squalipeta",NA,126853,"Remora remora","exact"
"Achirus jaubertensis",NA,282558,"Rendahlia jaubertensis","exact"
"Callionymus calcaratus",NA,282559,"Repomucenus calcaratus","exact"
"Callionymus ocelligena",NA,282559,"Repomucenus calcaratus","exact"
"Callionymus huguenini","synonym",282560,"Repomucenus huguenini","exact"
"Callionymus kitaharae",NA,282560,"Repomucenus huguenini","exact"
"Callionymus kitaharai","misspelling",282560,"Repomucenus huguenini","exact"
"Callionymus olidus",NA,282564,"Repomucenus olidus","exact"
"Callionymus ornatipinnis",NA,282565,"Repomucenus ornatipinnis","exact"
"Callionymus virgis",NA,282567,"Repomucenus virgis","exact"
"Acara lapidifera",NA,1019374,"Retroculus lapidifer","exact"
"Chromys lapidifera","synonym",1019374,"Retroculus lapidifer","exact"
"Geophagus lapidifera",NA,1019374,"Retroculus lapidifer","exact"
"Retroculus boulengeri","synonym",1019374,"Retroculus lapidifer","exact"
"Retroculus lapidifera","senior synonym",1019374,"Retroculus lapidifer","exact"
"Satanoperca lapidifera",NA,1019374,"Retroculus lapidifer","exact"
"Argentina retropinna",NA,282568,"Retropinna retropinna","exact"
"Retropinna osmeroides","synonym",282568,"Retropinna retropinna","exact"
"Jenynsella weatherilli",NA,282569,"Retropinna semoni","exact"
"Prototroctes semoni",NA,282569,"Retropinna semoni","exact"
"Retropinna victoriae",NA,282569,"Retropinna semoni","exact"
"Thyrsites bengalensis",NA,219696,"Rexea bengalensis","exact"
"Jordanidia prometheoides",NA,219695,"Rexea prometheoides","exact"
"Jordanidia raptoria",NA,219695,"Rexea prometheoides","exact"
"Rexea promethoides","misspelling",219695,"Rexea prometheoides","exact"
"Reyea prometheoides","misspelling",219695,"Rexea prometheoides","exact"
"Thyrsites prometheoides",NA,219695,"Rexea prometheoides","exact"
"Gempylus solandri",NA,276890,"Rexea solandri","exact"
"Rexea furcifera",NA,276890,"Rexea solandri","exact"
"Thyrsites micropus",NA,276890,"Rexea solandri","exact"
"Hemigrammopetersius brevidorsalis","senior synonym",1016851,"Rhabdalestes brevidorsalis","exact"
"Petersius brevidorsalis",NA,1016851,"Rhabdalestes brevidorsalis","exact"
"Hemigrammopetersius maunensis","senior synonym",1015396,"Rhabdalestes maunensis","exact"
"Petersius maunensis",NA,1015396,"Rhabdalestes maunensis","exact"
"Rabdalestes maunensis",NA,1015396,"Rhabdalestes maunensis","exact"
"Hemigrammopetersius rhodesiensis",NA,1014631,"Rhabdalestes rhodesiensis","exact"
"Micralestes tangensis rhodesiensis","senior synonym",1014631,"Rhabdalestes rhodesiensis","exact"
"Petersius rhodensiensis",NA,1014631,"Rhabdalestes rhodesiensis","exact"
"Petersius rhodesiensis",NA,1014631,"Rhabdalestes rhodesiensis","exact"
"Hemigrammopetersius intermedius","junior synonym",1013815,"Rhabdalestes septentrionalis","exact"
"Hemigrammopetersius septentrionalis","senior synonym",1013815,"Rhabdalestes septentrionalis","exact"
"Micralestes septentrionalis","senior synonym",1013815,"Rhabdalestes septentrionalis","exact"
"Petersius intermedius","junior synonym",1013815,"Rhabdalestes septentrionalis","exact"
"Petersius loennbergi","synonym",1013815,"Rhabdalestes septentrionalis","exact"
"Petersius septentrionalis","synonym",1013815,"Rhabdalestes septentrionalis","exact"
"Rhabdalestes loennbergi","junior synonym",1013815,"Rhabdalestes septentrionalis","exact"
"Hemigrammopetersius tangensis","senior synonym",1026867,"Rhabdalestes tangensis","exact"
"Hemmigrammopetersius leleupi","junior synonym",1026867,"Rhabdalestes tangensis","exact"
"Micralestes tangensis tangensis","senior synonym",1026867,"Rhabdalestes tangensis","exact"
"Petersius tangensis",NA,1026867,"Rhabdalestes tangensis","exact"
"Rhabdalestes leleupi",NA,1026867,"Rhabdalestes tangensis","exact"
"Apogon gracilis",NA,209406,"Rhabdamia gracilis","exact"
"Apogonichthys gracilis",NA,209406,"Rhabdamia gracilis","exact"
"Rhabadamia gracilis","misspelling",209406,"Rhabdamia gracilis","exact"
"Apogonichthys mentalis",NA,278856,"Rhabdamia mentalis","exact"
"Bentuviaichthys nigrimentum",NA,209405,"Rhabdamia nigrimentum","exact"
"Apogonichthys nudus",NA,278857,"Rhabdamia nuda","exact"
"Blennius ellipes",NA,398622,"Rhabdoblennius nitidus","exact"
"Blennius nitidus","synonym",398622,"Rhabdoblennius nitidus","exact"
"Rhabdoblennius ellipes","synonym",398622,"Rhabdoblennius nitidus","exact"
"Salarias nitidus",NA,398622,"Rhabdoblennius nitidus","exact"
"Blennius rhabdotrachelus",NA,282573,"Rhabdoblennius rhabdotrachelus","exact"
"Blennius snowi",NA,282574,"Rhabdoblennius snowi","exact"
"Salarias walensis","synonym",282574,"Rhabdoblennius snowi","exact"
"Guichthys caviceps",NA,1524515,"Rhabdolichops caviceps","exact"
"Rhabdolichops longicaudatus",NA,1014689,"Rhabdolichops troscheli","exact"
"Sternopygus axillaris","synonym",1014689,"Rhabdolichops troscheli","exact"
"Sternopygus troscheli","synonym",1014689,"Rhabdolichops troscheli","exact"
"Austrosparus globiceps",NA,218624,"Rhabdosargus globiceps","exact"
"Chrysophrys globiceps",NA,218624,"Rhabdosargus globiceps","exact"
"Sargus natalensis",NA,218624,"Rhabdosargus globiceps","exact"
"Sargus nigrofasciatus",NA,218624,"Rhabdosargus globiceps","exact"
"Pagrus haffara","senior synonym",218620,"Rhabdosargus haffara","exact"
"Sparus haffara",NA,218620,"Rhabdosargus haffara","exact"
"Austrosparus tricuspidens",NA,218625,"Rhabdosargus holubi","exact"
"Rhabdosargus tricuspidens",NA,218625,"Rhabdosargus holubi","exact"
"Sargus holubi",NA,218625,"Rhabdosargus holubi","exact"
"Austrosparus sarba",NA,218621,"Rhabdosargus sarba","exact"
"Chrysophrys aries",NA,218621,"Rhabdosargus sarba","exact"
"Chrysophrys chrysargyra",NA,218621,"Rhabdosargus sarba","exact"
"Chrysophrys natalensis",NA,218621,"Rhabdosargus sarba","exact"
"Chrysophrys sarba",NA,218621,"Rhabdosargus sarba","exact"
"Diplodus auriventris",NA,218621,"Rhabdosargus sarba","exact"
"Diplodus sarba",NA,218621,"Rhabdosargus sarba","exact"
"Rhabdosargus auriventris",NA,218621,"Rhabdosargus sarba","exact"
"Rhadosarga sarda","misspelling",218621,"Rhabdosargus sarba","exact"
"Roughleyia tarwhine","synonym",218621,"Rhabdosargus sarba","exact"
"Sargus auriventris",NA,218621,"Rhabdosargus sarba","exact"
"Sparus aries",NA,218621,"Rhabdosargus sarba","exact"
"Sparus bufonites",NA,218621,"Rhabdosargus sarba","exact"
"Sparus natalensis",NA,218621,"Rhabdosargus sarba","exact"
"Sparus psittacus",NA,218621,"Rhabdosargus sarba","exact"
"Sparus sarba",NA,218621,"Rhabdosargus sarba","exact"
"Astronesthes decimus",NA,127373,"Rhadinesthes decimus","exact"
"Rhadinesthes jacobssoni",NA,127373,"Rhadinesthes decimus","exact"
"Rhadinesthes lucberti",NA,127373,"Rhadinesthes decimus","exact"
"Rhadiocentrus ornatus",NA,1017241,"Rhadinocentrus ornatus","exact"
"Crossoloricaria bahuaja",NA,1525498,"Rhadinoloricaria bahuaja","exact"
"Loricaria macromystax","synonym",1421360,"Rhadinoloricaria macromystax","exact"
"Crossoloricaria rhami",NA,1524167,"Rhadinoloricaria rhami","exact"
"Rhamdella lemai",NA,1013375,"Rhamdella eriarcha","exact"
"Rhamdella straminea","synonym",1013375,"Rhamdella eriarcha","exact"
"Rhamdia eriarcha","synonym",1013375,"Rhamdella eriarcha","exact"
"Rhamdia straminea","junior synonym",1013375,"Rhamdella eriarcha","exact"
"Pimelodus exsudans",NA,1022229,"Rhamdella exsudans","exact"
"Pimelodus jenynsii",NA,1021015,"Rhamdella jenynsii","exact"
"Rhamdella jenynsi",NA,1021015,"Rhamdella jenynsii","exact"
"Pimelodus argentinus",NA,1022819,"Rhamdia argentina","exact"
"Pimelodus cinerascens",NA,1021236,"Rhamdia cinerascens","exact"
"Pimelodus foina",NA,1021882,"Rhamdia foina","exact"
"Rhamdella foina",NA,1021882,"Rhamdia foina","exact"
"Rhamdia holomelas rupununi","junior synonym",1021882,"Rhamdia foina","exact"
"Pimelodus guatemalensis",NA,1021025,"Rhamdia guatemalensis","exact"
"Imparfinis benedettii",NA,1016884,"Rhamdia humilis","exact"
"Nannorhamdia benedettii",NA,1016884,"Rhamdia humilis","exact"
"Pimelodus humilis","synonym",1016884,"Rhamdia humilis","exact"
"Rhamdia guairensis","synonym",1016884,"Rhamdia humilis","exact"
"Pimelodus brachycephalus","synonym",1015188,"Rhamdia laticauda","exact"
"Pimelodus brachypterus","synonym",1015188,"Rhamdia laticauda","exact"
"Pimelodus hypselurus","synonym",1015188,"Rhamdia laticauda","exact"
"Pimelodus laticaudus","synonym",1015188,"Rhamdia laticauda","exact"
"Pimelodus motaguensis","synonym",1015188,"Rhamdia laticauda","exact"
"Pimelodus petenensis","synonym",1015188,"Rhamdia laticauda","exact"
"Pimelodus polycaulus","synonym",1015188,"Rhamdia laticauda","exact"
"Pimelodus rogersi","synonym",1015188,"Rhamdia laticauda","exact"
"Pimelodus salvini","synonym",1015188,"Rhamdia laticauda","exact"
"Rhamdia amatitlanensis","junior synonym",1015188,"Rhamdia laticauda","exact"
"Rhamdia amatitlensis",NA,1015188,"Rhamdia laticauda","exact"
"Rhamdia brachycephalus","junior synonym",1015188,"Rhamdia laticauda","exact"
"Rhamdia brachypterus",NA,1015188,"Rhamdia laticauda","exact"
"Rhamdia cabrerae","synonym",1015188,"Rhamdia laticauda","exact"
"Rhamdia guatemalensis sacrifici","junior synonym",1015188,"Rhamdia laticauda","exact"
"Rhamdia hypselurus",NA,1015188,"Rhamdia laticauda","exact"
"Rhamdia laticauda laticauda","senior synonym",1015188,"Rhamdia laticauda","exact"
"Rhamdia laticauda typhla",NA,1015188,"Rhamdia laticauda","exact"
"Rhamdia motageunsis",NA,1015188,"Rhamdia laticauda","exact"
"Rhamdia motaguensis",NA,1015188,"Rhamdia laticauda","exact"
"Rhamdia petenensis",NA,1015188,"Rhamdia laticauda","exact"
"Rhamdia policaulis",NA,1015188,"Rhamdia laticauda","exact"
"Rhamdia regani","synonym",1015188,"Rhamdia laticauda","exact"
"Rhamdia rogersi",NA,1015188,"Rhamdia laticauda","exact"
"Rhamdia sacrificii","synonym",1015188,"Rhamdia laticauda","exact"
"Rhamdia salvini",NA,1015188,"Rhamdia laticauda","exact"
"Rhamdia typhla",NA,1015188,"Rhamdia laticauda","exact"
"Rhamdia underwoodi","synonym",1015188,"Rhamdia laticauda","exact"
"Pimelodus holomelas","synonym",1019758,"Rhamdia laukidi","exact"
"Rhamdia tenella",NA,1019758,"Rhamdia laukidi","exact"
"Pimelodus knerii","synonym",1019760,"Rhamdia muelleri","exact"
"Pimelodus muelleri","synonym",1019760,"Rhamdia muelleri","exact"
"Rhamdia obesa",NA,1019760,"Rhamdia muelleri","exact"
"Pimelodus managuensis","synonym",1012714,"Rhamdia nicaraguensis","exact"
"Pimelodus nicaraguensis","synonym",1012714,"Rhamdia nicaraguensis","exact"
"Rhamdia alfaroi","synonym",1012714,"Rhamdia nicaraguensis","exact"
"Rhamdia luigiana",NA,1012714,"Rhamdia nicaraguensis","exact"
"Rhamdia managuensis","junior synonym",1012714,"Rhamdia nicaraguensis","exact"
"Caecorhamdella urichi","junior synonym",1022983,"Rhamdia quelen","exact"
"Caecorhamdia urichi",NA,1022983,"Rhamdia quelen","exact"
"Heterobranchus sextentaculatus","ambiguous synonym",1022983,"Rhamdia quelen","exact"
"Pimelenotus vilsoni","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus baronismuelleri","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus bathyurus","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus boucardi",NA,1022983,"Rhamdia quelen","exact"
"Pimelodus cuyabae","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus deppei","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus godmanni","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus hilarii","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus micropterus","ambiguous synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus musculus","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus namdia","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus parahybae","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus pentlandii","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus quelen",NA,1022983,"Rhamdia quelen","exact"
"Pimelodus queleni",NA,1022983,"Rhamdia quelen","exact"
"Pimelodus queleni cuprea","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus sapo","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus sebae","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus sellonis","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus stegelichii","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus wagneri","synonym",1022983,"Rhamdia quelen","exact"
"Pimelodus wuchereri","synonym",1022983,"Rhamdia quelen","exact"
"Rhamdella gilli","junior synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia barbata","synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia baronismuelleri",NA,1022983,"Rhamdia quelen","exact"
"Rhamdia bathyura",NA,1022983,"Rhamdia quelen","exact"
"Rhamdia bathyurus",NA,1022983,"Rhamdia quelen","exact"
"Rhamdia branneri",NA,1022983,"Rhamdia quelen","exact"
"Rhamdia branneri voulezi","junior synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia bransfordii","synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia depressa","synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia dorsalis","synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia duquei","synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia gilli","synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia godmani",NA,1022983,"Rhamdia quelen","exact"
"Rhamdia guatemalensis decolor",NA,1022983,"Rhamdia quelen","exact"
"Rhamdia guatemalensis depressa",NA,1022983,"Rhamdia quelen","exact"
"Rhamdia guatemalensis muriei","junior synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia guatemalensis oaxacae","junior synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia guatemalensis stygaea","junior synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia heteracantha","synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia heteracanthus",NA,1022983,"Rhamdia quelen","exact"
"Rhamdia hilari",NA,1022983,"Rhamdia quelen","exact"
"Rhamdia hilarii","junior synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia lehmanni",NA,1022983,"Rhamdia quelen","exact"
"Rhamdia micayi","ambiguous synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia microps","synonym",1022983,"Rhamdia quelen","exact"
"Rhamdia schomburgki",NA,1021292,"Rhamdia schomburgkii","exact"
"Pimelodus velifer",NA,1022818,"Rhamdia velifer","exact"
"Imparfinis microcephala","senior synonym",1020413,"Rhamdiopsis microcephala","exact"
"Rhamdia microcephala",NA,1020413,"Rhamdiopsis microcephala","exact"
"Gymnorhamphichthys apurensis",NA,1013309,"Rhamphichthys apurensis","exact"
"Sternacorhamphus hahni",NA,1015083,"Rhamphichthys hahni","exact"
"Sternarchorhamphus hahni","synonym",1015083,"Rhamphichthys hahni","exact"
"Gymnotus longirostratus","synonym",1021437,"Rhamphichthys rostratus","exact"
"Gymnotus rostratus","synonym",1021437,"Rhamphichthys rostratus","exact"
"Rhamphichthys blochii","synonym",1021437,"Rhamphichthys rostratus","exact"
"Rhamphichthys reinhardti","synonym",1021437,"Rhamphichthys rostratus","exact"
"Rhamphichthys schneideri","synonym",1021437,"Rhamphichthys rostratus","exact"
"Rhamphichthys schomburgki","ambiguous synonym",1021437,"Rhamphichthys rostratus","exact"
"Champsochromis esox","senior synonym",1016296,"Rhamphochromis esox","exact"
"Paratilapia esox","synonym",1016296,"Rhamphochromis esox","exact"
"Rhamphochromis leptosoma",NA,1016296,"Rhamphochromis esox","exact"
"Rhamphochromis melanotus",NA,1016296,"Rhamphochromis esox","exact"
"Champsochromis longiceps",NA,1021065,"Rhamphochromis longiceps","exact"
"Hemichromis longiceps",NA,1021065,"Rhamphochromis longiceps","exact"
"Paratilapia longiceps",NA,1021065,"Rhamphochromis longiceps","exact"
"Rhamphochromis brevis",NA,1015416,"Rhamphochromis woodi","exact"
"Rhamphocottus richardsoni","misspelling",282578,"Rhamphocottus richardsonii","exact"
"Hydropardus rapax","synonym",1021215,"Rhaphiodon vulpinus","exact"
"Raphiodon vulpinus",NA,1021215,"Rhaphiodon vulpinus","exact"
"Rhaphiodontichthys vulpinus","senior synonym",1021215,"Rhaphiodon vulpinus","exact"
"Salmo tamuco",NA,1021215,"Rhaphiodon vulpinus","exact"
"Paraconodon orthopristis","junior synonym",1577352,"Rhencus macracanthus","exact"
"Pomadasis burro","junior synonym",1577352,"Rhencus macracanthus","exact"
"Pomadasys andrei",NA,1577352,"Rhencus macracanthus","exact"
"Pomadasys macracanthus",NA,1577352,"Rhencus macracanthus","exact"
"Pristipoma andrei",NA,1577352,"Rhencus macracanthus","exact"
"Pristipoma macracanthum",NA,1577352,"Rhencus macracanthus","exact"
"Pristipoma macracanthus","misspelling",1577352,"Rhencus macracanthus","exact"
"Pomadasys panamensis",NA,320982,"Rhencus panamensis","exact"
"Pristipoma panamense",NA,320982,"Rhencus panamensis","exact"
"Atherina alaotrensis",NA,1017304,"Rheocles alaotrensis","exact"
"Botia pellegrini",NA,1525449,"Rheocles pellegrini","exact"
"Rheocloides pellegrini","senior synonym",1525449,"Rheocles pellegrini","exact"
"Atherina sikorae","senior synonym",1019610,"Rheocles sikorae","exact"
"Eleotris sikorae",NA,1019610,"Rheocles sikorae","exact"
"Rheocles sikurae",NA,1019610,"Rheocles sikorae","exact"
"Cichlasoma coeruleus",NA,1524130,"Rheoheros coeruleus","exact"
"Theraps coeruleus",NA,1524130,"Rheoheros coeruleus","exact"
"Cichlasoma lentiginosum",NA,1259703,"Rheoheros lentiginosus","exact"
"Cichlasoma rheophilus",NA,1259703,"Rheoheros lentiginosus","exact"
"Heros lentiginosus",NA,1259703,"Rheoheros lentiginosus","exact"
"Theraps lentiginosus",NA,1259703,"Rheoheros lentiginosus","exact"
"Theraps rheophilus",NA,1259703,"Rheoheros lentiginosus","exact"
"Aplocheilichthys kabae",NA,1013696,"Rhexipanchax kabae","exact"
"Micropanchax kabae","senior synonym",1013696,"Rhexipanchax kabae","exact"
"Procatopus kabae","senior synonym",1013696,"Rhexipanchax kabae","exact"
"Aplocheilichthys lamberti",NA,1013697,"Rhexipanchax lamberti","exact"
"Micropanchax lamberti","senior synonym",1013697,"Rhexipanchax lamberti","exact"
"Procatopus lamberti","senior synonym",1013697,"Rhexipanchax lamberti","exact"
"Aplocheilichthys nimbaensis",NA,1014305,"Rhexipanchax nimbaensis","exact"
"Haplocheilichthys nimbaensis",NA,1014305,"Rhexipanchax nimbaensis","exact"
"Haplochilichthys nimbaensis",NA,1014305,"Rhexipanchax nimbaensis","exact"
"Micropanchax nimbaensis",NA,1014305,"Rhexipanchax nimbaensis","exact"
"Procatopus nimbaensis",NA,1014305,"Rhexipanchax nimbaensis","exact"
"Aplocheilichthys monikae","synonym",1012372,"Rhexipanchax schiotzi","exact"
"Aplocheilichthys schioetzi","synonym",1012372,"Rhexipanchax schiotzi","exact"
"Aplocheilichthys schiötzi",NA,1012372,"Rhexipanchax schiotzi","exact"
"Aplocheilichthys terofali",NA,1012372,"Rhexipanchax schiotzi","exact"
"Micropanchax monikae",NA,1012372,"Rhexipanchax schiotzi","exact"
"Micropanchax schioetzi",NA,1012372,"Rhexipanchax schiotzi","exact"
"Micropanchax terofali",NA,1012372,"Rhexipanchax schiotzi","exact"
"Procatopus schioetzi",NA,1012372,"Rhexipanchax schiotzi","exact"
"Rhexipanchax schioetzi",NA,1012372,"Rhexipanchax schiotzi","exact"
"Rhina anclyostoma","misspelling",148846,"Rhina ancylostomus","exact"
"Rhina ancylostoma",NA,148846,"Rhina ancylostomus","exact"
"Rhina cyclostomus","synonym",148846,"Rhina ancylostomus","exact"
"Squatina ancyclostoma","misspelling",148846,"Rhina ancylostomus","exact"
"Micristodus punctatus","synonym",105847,"Rhincodon typus","exact"
"Rhicodon typus","misspelling",105847,"Rhincodon typus","exact"
"Rhineodon typus","misspelling",105847,"Rhincodon typus","exact"
"Rhiniodon typus",NA,105847,"Rhincodon typus","exact"
"Rhinodon pentalineatus","synonym",105847,"Rhincodon typus","exact"
"Rhinodon typicus","synonym",105847,"Rhincodon typus","exact"
"Rhinodon typicus","synonym",105847,"Rhincodon typus","exact"
"Balistapus aculeatus",NA,219890,"Rhinecanthus aculeatus","exact"
"Balistes aculeatus",NA,219890,"Rhinecanthus aculeatus","exact"
"Balistes heteracanthus",NA,219890,"Rhinecanthus aculeatus","exact"
"Balistes ornatissimus",NA,219890,"Rhinecanthus aculeatus","exact"
"Monacanthus cheverti",NA,219890,"Rhinecanthus aculeatus","exact"
"Rhineacanthus aculeatus","misspelling",219890,"Rhinecanthus aculeatus","exact"
"Rhinecanthus aculeatus aculeatus",NA,219890,"Rhinecanthus aculeatus","exact"
"Balistes assasi",NA,219887,"Rhinecanthus assasi","exact"
"Rhinecanthus assai","misspelling",219887,"Rhinecanthus assasi","exact"
"Rhinecanthus assasia","misspelling",219887,"Rhinecanthus assasi","exact"
"Balistes cinereus",NA,219889,"Rhinecanthus cinereus","exact"
"Balistapus rectangulus",NA,219886,"Rhinecanthus rectangulus","exact"
"Balistes echarpe","synonym",219886,"Rhinecanthus rectangulus","exact"
"Balistes rectangulus",NA,219886,"Rhinecanthus rectangulus","exact"
"Rhinecanthus echarpe",NA,219886,"Rhinecanthus rectangulus","exact"
"Rhinecanthus rectangulatus","misspelling",219886,"Rhinecanthus rectangulus","exact"
"Rhinecanthus retangulus","misspelling",219886,"Rhinecanthus rectangulus","exact"
"Balistes verrucosa","misspelling",219888,"Rhinecanthus verrucosus","exact"
"Balistes verrucosus",NA,219888,"Rhinecanthus verrucosus","exact"
"Rhineacanthus verrucosus","misspelling",219888,"Rhinecanthus verrucosus","exact"
"Rhinecanthus verrucasus","misspelling",219888,"Rhinecanthus verrucosus","exact"
"Rhinecanthus verrucosa","misspelling",219888,"Rhinecanthus verrucosus","exact"
"Rhinecanthus verrucosuss",NA,219888,"Rhinecanthus verrucosus","exact"
"Rhinelepis strigosus",NA,1022282,"Rhinelepis strigosa","exact"
"Cyprinus atratulus",NA,159985,"Rhinichthys atratulus","exact"
"Cyprinus atronasus","synonym",159985,"Rhinichthys atratulus","exact"
"Rhinichthys atratulus atratulus","senior synonym",159985,"Rhinichthys atratulus","exact"
"Rhinichthys atratulus meleagris","junior synonym",159985,"Rhinichthys atratulus","exact"
"Rhinichthys atronasus",NA,159985,"Rhinichthys atratulus","exact"
"Argyreus dulcis","synonym",567547,"Rhinichthys cataractae","exact"
"Gobio cataractae","synonym",567547,"Rhinichthys cataractae","exact"
"Rhinichthys cataractae cataractae","senior synonym",567547,"Rhinichthys cataractae","exact"
"Rhinichthys cataractae dulcis","junior synonym",567547,"Rhinichthys cataractae","exact"
"Rhinichthys cataractae ocella",NA,567547,"Rhinichthys cataractae","exact"
"Rhinichthys cataractae smithi","junior synonym",567547,"Rhinichthys cataractae","exact"
"Rhinichthys marmoratus","synonym",567547,"Rhinichthys cataractae","exact"
"Tiaroga cobitis","synonym",1419386,"Rhinichthys cobitis","exact"
"Agosia falcata","synonym",592845,"Rhinichthys falcatus","exact"
"Agosia shuswap","synonym",592845,"Rhinichthys falcatus","exact"
"Apocope falcata","senior synonym",592845,"Rhinichthys falcatus","exact"
"Rhinichthys meleagris","synonym",593229,"Rhinichthys obtusus","exact"
"Agosia oscula",NA,592846,"Rhinichthys osculus","exact"
"Apocope carringtonii",NA,592846,"Rhinichthys osculus","exact"
"Apocope oscula",NA,592846,"Rhinichthys osculus","exact"
"Apocope oscula carringtonii","junior synonym",592846,"Rhinichthys osculus","exact"
"Apocope oscula nubila","junior synonym",592846,"Rhinichthys osculus","exact"
"Apocope oscula thermalis","junior synonym",592846,"Rhinichthys osculus","exact"
"Argyreus nubilus","synonym",592846,"Rhinichthys osculus","exact"
"Argyreus osculus","synonym",592846,"Rhinichthys osculus","exact"
"Rhinichthys lariversi","synonym",592846,"Rhinichthys osculus","exact"
"Rhinichthys nevadensis",NA,592846,"Rhinichthys osculus","exact"
"Rhinichthys nubilus",NA,592846,"Rhinichthys osculus","exact"
"Rhinichthys osculus carringtonii","junior synonym",592846,"Rhinichthys osculus","exact"
"Rhinichthys osculus klamathensis",NA,592846,"Rhinichthys osculus","exact"
"Rhinichthys osculus lariversi",NA,592846,"Rhinichthys osculus","exact"
